PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV,team
202330,223,Gordon Hayward,1610612760,OKC,51,1245,187,403,0.464,37,90,0.411,89,120,0.742,38,143,181,158,40,13,66,67,500,579,2.39,0.61,luk
1630587,399,Isaiah Livers,1610612765,DET,23,469,40,116,0.345,22,77,0.286,12,18,0.667,15,33,48,25,13,5,16,43,114,107,1.56,0.81,luk
1629057,464,Robert Williams III,1610612757,POR,6,119,17,26,0.654,0,0,0.0,7,9,0.778,11,27,38,5,7,7,7,17,41,80,0.71,1.0,luk
1628401,79,Derrick White,1610612738,BOS,73,2381,387,839,0.461,196,495,0.396,137,152,0.901,51,259,310,377,74,87,112,152,1107,1376,3.37,0.66,esri
203484,150,Kentavious Caldwell-Pope,1610612743,DEN,76,2402,270,587,0.46,125,308,0.406,101,113,0.894,31,152,183,183,98,42,75,151,766,868,2.44,1.31,esri
1627741,93,Buddy Hield,1610612755,PHI,84,2160,371,850,0.436,219,568,0.386,52,59,0.881,61,208,269,236,70,42,103,169,1013,1041,2.29,0.68,esri
201142,7,Kevin Durant,1610612756,PHX,75,2791,751,1436,0.523,168,407,0.413,362,423,0.856,41,454,495,378,69,91,244,133,2032,2075,1.55,0.28,esri
203924,75,Jerami Grant,1610612757,POR,54,1830,383,850,0.451,111,276,0.402,255,312,0.817,37,154,191,152,45,34,116,117,1132,914,1.31,0.39,esri
203110,230,Draymond Green,1610612744,GSW,55,1490,185,372,0.497,51,129,0.395,54,74,0.73,76,322,398,332,55,47,135,166,475,965,2.46,0.41,esri
203999,5,Nikola Jokic,1610612743,DEN,79,2737,822,1411,0.583,83,231,0.359,358,438,0.817,223,753,976,708,108,68,237,194,2085,3039,2.99,0.46,esri
201569,155,Eric Gordon,1610612756,PHX,68,1893,274,618,0.443,150,397,0.378,51,64,0.797,16,106,122,139,66,30,73,79,749,676,1.9,0.9,esri
1627763,180,Malcolm Brogdon,1610612757,POR,39,1121,218,496,0.44,82,199,0.412,95,116,0.819,28,120,148,214,27,8,60,58,613,651,3.57,0.45,esri
1627752,162,Taurean Prince,1610612747,LAL,78,2108,253,572,0.442,141,356,0.396,50,68,0.735,21,209,230,119,58,35,73,146,697,729,1.63,0.8,esri
1628392,189,Isaiah Hartenstein,1610612752,NYK,75,1896,235,365,0.644,1,3,0.333,111,157,0.707,244,382,626,188,87,85,93,210,582,1299,2.02,0.94,esri
1628988,216,Aaron Holiday,1610612745,HOU,78,1269,186,417,0.446,84,217,0.387,58,63,0.921,23,100,123,140,42,6,53,125,514,536,2.64,0.79,esri
1629726,278,Garrison Mathews,1610612737,ATL,66,992,103,226,0.456,85,193,0.44,34,42,0.81,17,75,92,37,20,8,19,115,325,332,1.95,1.05,esri
1627780,320,Gary Payton II,1610612744,GSW,44,680,103,183,0.563,20,55,0.364,14,23,0.609,46,67,113,48,39,18,27,77,240,342,1.78,1.44,esri
1630590,306,Scotty Pippen Jr.,1610612763,MEM,21,527,100,203,0.493,30,72,0.417,41,55,0.745,22,45,67,98,36,10,56,60,271,309,1.75,0.64,esri
1627745,403,Damian Jones,1610612739,CLE,39,270,43,72,0.597,3,14,0.214,18,21,0.857,20,42,62,15,7,13,13,27,107,159,1.15,0.54,esri
1631241,372,Javon Freeman-Liberty,1610612761,TOR,22,403,55,124,0.444,10,42,0.238,33,36,0.917,16,54,70,40,10,4,25,28,153,180,1.6,0.4,esri
203933,464,T.J. Warren,1610612750,MIN,11,125,18,41,0.439,2,13,0.154,3,4,0.75,5,17,22,9,4,1,4,11,41,49,2.25,1.0,esri
203471,77,Dennis Schroder,1610612751,BKN,80,2486,403,927,0.435,138,368,0.375,178,213,0.836,39,203,242,488,63,17,153,164,1122,1220,3.19,0.41,pied1
1629012,34,Collin Sexton,1610612762,UTA,78,2075,506,1038,0.487,128,325,0.394,318,370,0.859,71,134,205,383,62,18,165,154,1458,1377,2.32,0.38,pied1
1626156,42,D'Angelo Russell,1610612747,LAL,76,2484,492,1080,0.456,226,545,0.415,159,192,0.828,28,208,236,482,69,36,156,156,1369,1415,3.09,0.44,pied1
1628960,92,Grayson Allen,1610612756,PHX,75,2513,340,682,0.499,205,445,0.461,129,147,0.878,48,247,295,227,69,45,95,157,1014,1195,2.39,0.73,pied1
1628389,43,Bam Adebayo,1610612748,MIA,71,2416,530,1017,0.521,15,42,0.357,292,387,0.755,159,578,737,278,81,66,162,159,1367,1785,1.72,0.5,pied1
1629622,129,Max Strus,1610612739,CLE,70,2239,304,728,0.418,168,479,0.351,77,97,0.794,66,272,338,283,64,29,112,170,853,1011,2.53,0.57,pied1
1630201,254,Malachi Flynn,1610612765,DET,69,877,136,325,0.418,56,169,0.331,52,71,0.732,21,93,114,130,38,8,63,66,380,399,2.06,0.6,pied1
1626164,13,Devin Booker,1610612756,PHX,68,2447,642,1305,0.492,152,418,0.364,405,457,0.886,56,252,308,472,61,28,178,206,1841,1817,2.65,0.34,pied1
1628381,91,John Collins,1610612762,UTA,68,1901,397,746,0.532,86,232,0.371,147,185,0.795,157,418,575,77,40,61,98,191,1027,1295,0.79,0.41,pied1
1631323,163,Simone Fontecchio,1610612765,DET,66,1644,252,548,0.46,134,334,0.401,54,66,0.818,64,182,246,101,44,23,68,110,692,730,1.49,0.65,pied1
1630256,308,Jae'Sean Tate,1610612745,HOU,65,1031,108,229,0.472,23,77,0.299,26,39,0.667,61,136,197,64,42,15,37,137,265,412,1.73,1.14,pied1
1631165,286,Keon Ellis,1610612758,SAC,57,979,107,232,0.461,70,168,0.417,26,35,0.743,32,92,124,85,51,29,37,112,310,428,2.3,1.38,pied1
1629631,114,De'Andre Hunter,1610612737,ATL,57,1681,304,663,0.459,117,304,0.385,166,196,0.847,31,191,222,87,40,16,83,146,891,784,1.05,0.48,pied1
203078,102,Bradley Beal,1610612756,PHX,53,1767,377,735,0.513,101,235,0.43,109,134,0.813,54,178,232,265,52,27,131,127,964,1026,2.02,0.4,pied1
1628384,156,OG Anunoby,1610612752,NYK,50,1702,282,577,0.489,102,267,0.382,67,89,0.753,47,161,208,107,68,36,81,119,733,754,1.32,0.84,pied1
202684,367,Tristan Thompson,1610612739,CLE,49,549,73,120,0.608,0,1,0.0,15,52,0.288,73,101,174,51,12,14,29,59,161,299,1.76,0.41,pied1
1629003,334,Shake Milton,1610612752,NYK,48,581,79,195,0.405,18,64,0.281,40,49,0.816,14,61,75,60,19,6,31,54,216,220,1.94,0.61,pied1
1628418,333,Thomas Bryant,1610612748,MIA,38,441,86,149,0.577,4,22,0.182,41,47,0.872,40,101,141,23,10,16,21,46,217,317,1.09,0.48,pied1
1641778,433,Leaky Black,1610612766,CHA,26,284,25,52,0.481,9,20,0.45,10,15,0.667,9,39,48,24,8,11,6,19,69,122,4.0,1.33,pied1
1627777,149,Georges Niang,1610612739,CLE,82,1831,284,632,0.449,149,396,0.376,51,60,0.85,22,256,278,98,30,18,72,192,768,763,1.36,0.42,thestove420
1628978,61,Donte DiVincenzo,1610612752,NYK,81,2360,445,1004,0.443,283,705,0.401,86,114,0.754,63,234,297,216,107,36,113,166,1259,1215,1.91,0.95,thestove420
203992,50,Bogdan Bogdanovic,1610612737,ATL,79,2401,471,1100,0.428,240,641,0.374,151,164,0.921,53,219,272,247,96,26,112,179,1333,1220,2.21,0.86,thestove420
